evento;ano;artigo;ocorrencias;termo;tipo
SBAC;2013;28;1;eficiência ou acurácia;MET
SBAC;2013;6;3;eficiência ou acurácia;MET
SBAC;2013;16;2;eficiência ou acurácia;MET
WSCAD;2013;20;1;availability or disponibilidade;MET
SBAC;2013;12;2;confiabilidade;MET
SBAC;2013;21;1;confiabilidade;MET
SBAC;2013;7;16;confiabilidade;MET
WSCAD;2013;12;3;bps or bits por segundo;MET
WSCAD;2013;13;1;downtime or uptime;MET
WSCAD;2013;14;9;downtime or uptime;MET
WSCAD;2013;2;1;desvio padrão;EST
WSCAD;2013;3;1;availability or disponibilidade;MET
WSCAD;2013;2;2;distribuição normal;EST
WSCAD;2013;15;1;availability or disponibilidade;MET
WSCAD;2013;14;1;availability or disponibilidade;MET
WSCAD;2013;1;1;availability or disponibilidade;MET
SBAC;2013;7;16;confiabilidade;MET
SBAC;2013;21;1;confiabilidade;MET
SBAC;2013;12;2;confiabilidade;MET
SBAC;2013;5;1;bandwidth;MET
WSCAD;2013;15;1;downtime or uptime;MET
SBAC;2013;19;1;teste ou experimento;EST
SBAC;2013;3;1;benchmark;EXT
SBAC;2013;25;7;teste ou experimento;EST
WSCAD;2013;13;1;confiabilidade;MET
SBAC;2013;23;1;teste ou experimento;EST
SBAC;2013;22;13;teste ou experimento;EST
SBAC;2013;21;2;teste ou experimento;EST
SBAC;2013;27;1;teste ou experimento;EST
SBAC;2013;2;3;teste ou experimento;EST
SBAC;2013;28;15;teste ou experimento;EST
SBAC;2013;18;49;teste ou experimento;EST
SBAC;2013;17;1;teste ou experimento;EST
SBAC;2013;16;17;teste ou experimento;EST
SBAC;2013;15;5;teste ou experimento;EST
SBAC;2013;14;1;teste ou experimento;EST
SBAC;2013;12;5;teste ou experimento;EST
SBAC;2013;10;3;teste ou experimento;EST
SBAC;2013;20;1;teste ou experimento;EST
SBAC;2013;10;2;bandwidth;MET
SBAC;2013;1;5;teste ou experimento;EST
SBAC;2013;4;4;bandwidth;MET
SBAC;2013;3;13;bandwidth;MET
SBAC;2013;24;6;bandwidth;MET
SBAC;2013;21;18;bandwidth;MET
SBAC;2013;20;1;bandwidth;MET
WSCAD;2013;11;5;teste ou experimento;EST
SBAC;2013;13;8;bandwidth;MET
SBAC;2013;6;1;bandwidth;MET
SBAC;2013;21;5;benchmark;EXT
WSCAD;2013;1;2;média;EST
SBAC;2013;9;24;teste ou experimento;EST
SBAC;2013;8;4;teste ou experimento;EST
SBAC;2013;7;7;teste ou experimento;EST
SBAC;2013;6;4;teste ou experimento;EST
SBAC;2013;4;2;teste ou experimento;EST
SBAC;2013;18;1;bandwidth;MET
SBAC;2013;11;29;idle;MET
SBAC;2013;22;19;speedup;MET
WSCAD;2013;2;18;speedup;MET
WSCAD;2013;20;13;speedup;MET
WSCAD;2013;3;9;speedup;MET
WSCAD;2013;4;4;speedup;MET
WSCAD;2013;6;1;speedup;MET
WSCAD;2013;18;12;speedup;MET
SBAC;2013;1;2;benchmark;EXT
WSCAD;2013;15;1;speedup;MET
SBAC;2013;13;12;idle;MET
SBAC;2013;14;2;idle;MET
SBAC;2013;18;1;speedup;MET
SBAC;2013;19;1;speedup;MET
SBAC;2013;20;3;speedup;MET
SBAC;2013;5;2;pps;MET
WSCAD;2013;8;17;speedup;MET
WSCAD;2013;14;1;teste ou experimento;EST
SBAC;2013;22;1;teste t;TST
SBAC;2013;9;7;desvio padrão;EST
SBAC;2013;18;8;benchmark;EXT
SBAC;2013;17;7;benchmark;EXT
SBAC;2013;15;1;benchmark;EXT
SBAC;2013;14;18;benchmark;EXT
WSCAD;2013;19;3;speedup;MET
SBAC;2013;11;2;benchmark;EXT
SBAC;2013;23;14;speedup;MET
SBAC;2013;9;1;workload;EXT
SBAC;2013;4;1;workload;EXT
SBAC;2013;21;1;workload;EXT
SBAC;2013;10;4;benchmark;EXT
WSCAD;2013;1;7;speedup;MET
WSCAD;2013;10;15;speedup;MET
WSCAD;2013;19;2;confiabilidade;MET
SBAC;2013;12;16;mflops;MET
SBAC;2013;21;1;speedup;MET
SBAC;2013;13;1;workload;EXT
SBAC;2013;12;4;workload;EXT
SBAC;2013;1;3;workload;EXT
SBAC;2013;7;1;mflops;MET
SBAC;2013;24;15;mflops;MET
SBAC;2013;16;1;workload;EXT
SBAC;2013;13;1;mflops;MET
SBAC;2013;17;12;workload;EXT
SBAC;2013;5;3;média;EST
SBAC;2013;4;2;média;EST
SBAC;2013;24;8;média;EST
SBAC;2013;23;4;média;EST
SBAC;2013;22;10;média;EST
SBAC;2013;16;3;média;EST
SBAC;2013;14;1;mflops;MET
SBAC;2013;6;3;speedup;MET
SBAC;2013;24;1;speedup;MET
SBAC;2013;15;1;idle;MET
SBAC;2013;18;2;idle;MET
SBAC;2013;25;2;speedup;MET
SBAC;2013;26;6;speedup;MET
SBAC;2013;3;13;speedup;MET
SBAC;2013;15;1;workload;EXT
SBAC;2013;5;6;speedup;MET
SBAC;2013;12;27;benchmark;EXT
SBAC;2013;8;1;speedup;MET
SBAC;2013;20;2;idle;MET
SBAC;2013;25;2;idle;MET
SBAC;2013;7;3;idle;MET
SBAC;2013;9;2;idle;MET
SBAC;2013;18;27;workload;EXT
SBAC;2013;4;13;speedup;MET
SBAC;2013;12;1;speedup;MET
SBAC;2013;24;1;número de iterações;EST
SBAC;2013;16;1;número de iterações;EST
SBAC;2013;17;26;speedup;MET
SBAC;2013;14;7;speedup;MET
SBAC;2013;17;1;número de iterações;EST
SBAC;2013;13;10;speedup;MET
SBAC;2013;3;1;número de iterações;EST
SBAC;2013;15;10;speedup;MET
SBAC;2013;1;7;speedup;MET
SBAC;2013;10;4;speedup;MET
SBAC;2013;11;3;speedup;MET
SBAC;2014;2;4;idle;MET
SBAC;2014;24;3;idle;MET
SBAC;2014;28;4;idle;MET
SBAC;2014;13;1;idle;MET
SBAC;2014;42;1;número de execuções;EST
SBAC;2014;10;1;número de execuções;EST
SBAC;2014;11;14;idle;MET
SBAC;2014;38;2;amostra;EST
SBAC;2014;32;2;idle;MET
SBAC;2014;40;1;downtime or uptime;MET
SBAC;2014;14;3;idle;MET
SBAC;2014;13;1;eficiência ou acurácia;MET
SBAC;2014;37;10;idle;MET
SBAC;2014;15;1;eficiência ou acurácia;MET
SBAC;2014;2;1;eficiência ou acurácia;MET
SBAC;2014;20;1;eficiência ou acurácia;MET
SBAC;2014;24;6;eficiência ou acurácia;MET
WSCAD;2014;32;1;variância;EST
SBAC;2014;10;1;idle;MET
SBAC;2014;26;4;eficiência ou acurácia;MET
SBAC;2014;27;3;eficiência ou acurácia;MET
SBAC;2014;10;1;eficiência ou acurácia;MET
WSCAD;2014;10;4;teste ou experimento;EST
WSCAD;2014;11;1;teste ou experimento;EST
SBAC;2014;14;13;eficiência ou acurácia;MET
SBAC;2014;23;1;distribuição normal;EST
SBAC;2014;30;1;bps or bits por segundo;MET
WSCAD;2014;4;1;availability or disponibilidade;MET
SBAC;2014;7;2;número de iterações;EST
WSCAD;2014;5;2;availability or disponibilidade;MET
WSCAD;2014;9;1;availability or disponibilidade;MET
SBAC;2014;36;3;número de iterações;EST
SBAC;2014;11;2;número de iterações;EST
SBAC;2014;34;1;número de iterações;EST
SBAC;2014;41;3;teste ou experimento;EST
SBAC;2014;39;5;distribuição normal;EST
SBAC;2014;7;1;distribuição normal;EST
SBAC;2014;9;16;teste ou experimento;EST
SBAC;2014;8;5;teste ou experimento;EST
SBAC;2014;12;1;número de iterações;EST
SBAC;2014;7;8;teste ou experimento;EST
SBAC;2014;35;1;número de iterações;EST
SBAC;2014;42;4;confiabilidade;MET
WSCAD;2014;13;2;teste ou experimento;EST
SBAC;2014;41;1;idle;MET
WSCAD;2014;19;1;teste ou experimento;EST
SBAC;2014;5;3;idle;MET
SBAC;2014;8;1;idle;MET
SBAC;2014;32;7;mflops;MET
WSCAD;2014;38;7;availability or disponibilidade;MET
SBAC;2014;39;1;confiabilidade;MET
SBAC;2014;41;1;cost or performance ratio;MET
SBAC;2014;5;2;confiabilidade;MET
SBAC;2014;15;7;distribuição normal;EST
SBAC;2014;24;6;mflops;MET
SBAC;2014;15;1;mflops;MET
WSCAD;2014;12;3;availability or disponibilidade;MET
WSCAD;2014;2;1;availability or disponibilidade;MET
SBAC;2014;31;6;confiabilidade;MET
SBAC;2014;8;1;desvio padrão;EST
WSCAD;2014;12;1;número de iterações;EST
WSCAD;2014;18;5;número de iterações;EST
SBAC;2014;39;1;confiabilidade;MET
SBAC;2014;42;4;confiabilidade;MET
SBAC;2014;5;2;confiabilidade;MET
SBAC;2014;31;1;eficiência ou acurácia;MET
SBAC;2014;7;32;mflops;MET
SBAC;2014;29;21;média;EST
SBAC;2014;39;1;desvio padrão;EST
SBAC;2014;35;2;eficiência ou acurácia;MET
SBAC;2014;26;23;média;EST
SBAC;2014;34;4;eficiência ou acurácia;MET
SBAC;2014;33;33;eficiência ou acurácia;MET
WSCAD;2014;15;1;teste ou experimento;EST
SBAC;2014;9;2;mflops;MET
SBAC;2014;40;11;média;EST
SBAC;2014;40;1;eficiência ou acurácia;MET
SBAC;2014;42;3;eficiência ou acurácia;MET
SBAC;2014;7;6;eficiência ou acurácia;MET
SBAC;2014;8;1;eficiência ou acurácia;MET
SBAC;2014;9;1;eficiência ou acurácia;MET
SBAC;2014;9;4;média;EST
SBAC;2014;26;1;teste t;TST
SBAC;2014;42;3;média;EST
SBAC;2014;38;2;eficiência ou acurácia;MET
SBAC;2014;4;12;média;EST
SBAC;2014;4;20;eficiência ou acurácia;MET
SBAC;2014;31;6;confiabilidade;MET
SBAC;2014;39;18;média;EST
SBAC;2014;38;31;média;EST
SBAC;2014;30;2;eficiência ou acurácia;MET
SBAC;2014;8;8;média;EST
WSCAD;2014;22;1;teste ou experimento;EST
WSCAD;2014;35;3;teste ou experimento;EST
WSCAD;2014;33;1;teste ou experimento;EST
WSCAD;2014;32;2;teste ou experimento;EST
WSCAD;2014;31;5;teste ou experimento;EST
WSCAD;2014;30;5;teste ou experimento;EST
SBAC;2014;32;2;eficiência ou acurácia;MET
WSCAD;2014;26;3;teste ou experimento;EST
WSCAD;2014;38;13;teste ou experimento;EST
WSCAD;2014;21;1;teste ou experimento;EST
WSCAD;2014;20;1;teste ou experimento;EST
WSCAD;2014;2;2;teste ou experimento;EST
WSCAD;2014;13;2;média;EST
WSCAD;2014;18;12;teste ou experimento;EST
SBAC;2014;14;5;variância;EST
WSCAD;2014;27;1;teste ou experimento;EST
WSCAD;2014;9;2;teste ou experimento;EST
SBAC;2014;3;1;eficiência ou acurácia;MET
SBAC;2014;29;8;eficiência ou acurácia;MET
WSCAD;2014;20;5;média;EST
WSCAD;2014;3;5;média;EST
SBAC;2014;33;3;variância;EST
SBAC;2014;4;5;variância;EST
WSCAD;2014;36;1;teste ou experimento;EST
SBAC;2014;14;14;média;EST
WSCAD;2014;37;1;teste ou experimento;EST
WSCAD;2014;7;2;teste ou experimento;EST
WSCAD;2014;6;5;teste ou experimento;EST
WSCAD;2014;5;6;teste ou experimento;EST
WSCAD;2014;4;3;teste ou experimento;EST
WSCAD;2014;39;21;teste ou experimento;EST
WSCAD;2014;14;5;teste ou experimento;EST
SBAC;2014;19;25;média;EST
SBAC;2014;7;8;benchmark;EXT
SBAC;2014;27;14;benchmark;EXT
SBAC;2014;28;14;benchmark;EXT
SBAC;2014;42;5;teste ou experimento;EST
SBAC;2014;3;5;benchmark;EXT
SBAC;2014;5;2;teste ou experimento;EST
SBAC;2014;31;1;benchmark;EXT
SBAC;2014;32;6;benchmark;EXT
SBAC;2014;33;18;benchmark;EXT
SBAC;2014;35;21;benchmark;EXT
SBAC;2014;38;2;benchmark;EXT
SBAC;2014;40;1;benchmark;EXT
SBAC;2014;42;1;benchmark;EXT
SBAC;2014;43;3;benchmark;EXT
SBAC;2014;30;3;workload;EXT
SBAC;2014;42;2;workload;EXT
SBAC;2014;11;3;teste ou experimento;EST
SBAC;2014;36;1;workload;EXT
SBAC;2014;37;1;workload;EXT
SBAC;2014;38;14;workload;EXT
SBAC;2014;39;14;workload;EXT
SBAC;2014;6;6;benchmark;EXT
SBAC;2014;41;21;workload;EXT
WSCAD;2014;39;1;confiabilidade;MET
SBAC;2014;43;12;workload;EXT
SBAC;2014;5;9;workload;EXT
SBAC;2014;8;1;workload;EXT
SBAC;2014;9;1;workload;EXT
SBAC;2014;8;4;benchmark;EXT
SBAC;2014;24;1;benchmark;EXT
SBAC;2014;40;66;workload;EXT
WSCAD;2014;35;28;idle;MET
SBAC;2014;26;3;benchmark;EXT
SBAC;2014;17;5;benchmark;EXT
SBAC;2014;40;2;availability or disponibilidade;MET
SBAC;2014;42;2;availability or disponibilidade;MET
SBAC;2014;16;12;benchmark;EXT
SBAC;2014;19;24;benchmark;EXT
SBAC;2014;10;7;benchmark;EXT
SBAC;2014;2;5;benchmark;EXT
WSCAD;2014;26;1;eficiência ou acurácia;MET
WSCAD;2014;18;3;eficiência ou acurácia;MET
WSCAD;2014;14;1;eficiência ou acurácia;MET
WSCAD;2014;13;9;eficiência ou acurácia;MET
WSCAD;2014;12;2;eficiência ou acurácia;MET
SBAC;2014;10;2;teste ou experimento;EST
SBAC;2014;13;1;benchmark;EXT
SBAC;2014;38;18;availability or disponibilidade;MET
SBAC;2014;3;9;workload;EXT
SBAC;2014;23;8;benchmark;EXT
SBAC;2014;10;1;availability or disponibilidade;MET
SBAC;2014;14;1;availability or disponibilidade;MET
SBAC;2014;23;1;availability or disponibilidade;MET
SBAC;2014;18;8;benchmark;EXT
SBAC;2014;37;2;availability or disponibilidade;MET
SBAC;2014;25;1;benchmark;EXT
SBAC;2014;22;1;benchmark;EXT
SBAC;2014;21;10;benchmark;EXT
WSCAD;2014;18;9;mips;MET
WSCAD;2014;17;2;mips;MET
WSCAD;2014;13;2;mips;MET
SBAC;2014;20;10;benchmark;EXT
SBAC;2014;28;2;availability or disponibilidade;MET
SBAC;2014;30;7;speedup;MET
SBAC;2014;13;18;speedup;MET
SBAC;2014;14;4;speedup;MET
SBAC;2014;15;9;speedup;MET
SBAC;2014;9;3;speedup;MET
SBAC;2014;8;5;speedup;MET
SBAC;2014;7;6;speedup;MET
SBAC;2014;5;4;speedup;MET
SBAC;2014;43;4;speedup;MET
SBAC;2014;4;10;speedup;MET
SBAC;2014;36;6;speedup;MET
SBAC;2014;35;9;speedup;MET
SBAC;2014;34;6;speedup;MET
SBAC;2014;33;60;speedup;MET
SBAC;2014;34;1;workload;EXT
SBAC;2014;23;5;speedup;MET
SBAC;2014;16;2;speedup;MET
SBAC;2014;17;1;speedup;MET
SBAC;2014;18;32;speedup;MET
SBAC;2014;19;7;speedup;MET
SBAC;2014;2;19;speedup;MET
SBAC;2014;32;4;speedup;MET
SBAC;2014;21;2;speedup;MET
SBAC;2014;31;7;speedup;MET
SBAC;2014;24;6;speedup;MET
SBAC;2014;25;1;speedup;MET
SBAC;2014;27;5;speedup;MET
SBAC;2014;29;4;speedup;MET
SBAC;2014;3;1;speedup;MET
WSCAD;2014;5;2;speedup;MET
SBAC;2014;20;23;speedup;MET
SBAC;2014;20;3;workload;EXT
SBAC;2014;12;8;speedup;MET
SBAC;2014;11;2;workload;EXT
SBAC;2014;13;2;workload;EXT
SBAC;2014;16;2;workload;EXT
SBAC;2014;17;2;workload;EXT
WSCAD;2014;10;2;speedup;MET
SBAC;2014;19;2;workload;EXT
WSCAD;2014;13;3;speedup;MET
SBAC;2014;21;1;workload;EXT
SBAC;2014;23;1;workload;EXT
SBAC;2014;25;4;workload;EXT
SBAC;2014;26;2;workload;EXT
SBAC;2014;27;8;workload;EXT
SBAC;2014;28;1;workload;EXT
SBAC;2014;18;3;workload;EXT
WSCAD;2014;3;26;speedup;MET
SBAC;2014;29;7;benchmark;EXT
WSCAD;2014;4;6;speedup;MET
WSCAD;2014;39;1;speedup;MET
WSCAD;2014;38;1;speedup;MET
WSCAD;2014;37;5;speedup;MET
SBAC;2014;10;1;workload;EXT
WSCAD;2014;30;1;speedup;MET
SBAC;2014;11;32;speedup;MET
WSCAD;2014;29;1;speedup;MET
WSCAD;2014;28;10;speedup;MET
WSCAD;2014;27;2;speedup;MET
WSCAD;2014;24;4;speedup;MET
WSCAD;2014;23;2;speedup;MET
WSCAD;2014;18;3;speedup;MET
WSCAD;2014;36;7;speedup;MET
SBAC;2014;26;4;teste ou experimento;EST
SBAC;2014;32;1;teste ou experimento;EST
SBAC;2014;37;2;bandwidth;MET
SBAC;2014;24;3;teste ou experimento;EST
SBAC;2014;39;2;bandwidth;MET
SBAC;2014;6;1;bandwidth;MET
SBAC;2014;7;1;bandwidth;MET
SBAC;2014;31;2;teste ou experimento;EST
SBAC;2014;30;4;teste ou experimento;EST
SBAC;2014;3;53;teste ou experimento;EST
SBAC;2014;12;3;teste ou experimento;EST
SBAC;2014;29;7;teste ou experimento;EST
SBAC;2014;28;12;teste ou experimento;EST
SBAC;2014;33;1;teste ou experimento;EST
SBAC;2014;9;5;bandwidth;MET
SBAC;2014;38;2;bandwidth;MET
SBAC;2014;25;1;teste ou experimento;EST
SBAC;2014;13;1;teste ou experimento;EST
SBAC;2014;30;2;benchmark;EXT
SBAC;2014;23;3;teste ou experimento;EST
SBAC;2014;22;3;teste ou experimento;EST
SBAC;2014;15;1;teste ou experimento;EST
SBAC;2014;17;2;teste ou experimento;EST
SBAC;2014;18;9;teste ou experimento;EST
SBAC;2014;19;2;teste ou experimento;EST
SBAC;2014;2;5;teste ou experimento;EST
SBAC;2014;20;4;teste ou experimento;EST
SBAC;2014;21;8;teste ou experimento;EST
SBAC;2014;27;7;teste ou experimento;EST
SBAC;2014;22;2;bandwidth;MET
SBAC;2014;41;1;bandwidth;MET
SBAC;2014;38;1;teste ou experimento;EST
SBAC;2014;30;10;bandwidth;MET
SBAC;2014;32;8;bandwidth;MET
SBAC;2014;37;11;teste ou experimento;EST
SBAC;2014;36;5;teste ou experimento;EST
SBAC;2014;27;5;bandwidth;MET
SBAC;2014;26;1;bandwidth;MET
SBAC;2014;35;4;bandwidth;MET
SBAC;2014;28;2;bandwidth;MET
SBAC;2014;15;3;bandwidth;MET
SBAC;2014;35;2;teste ou experimento;EST
SBAC;2014;11;14;bandwidth;MET
SBAC;2014;39;4;teste ou experimento;EST
SBAC;2014;14;1;bandwidth;MET
SBAC;2014;40;3;teste ou experimento;EST
SBAC;2014;24;1;bandwidth;MET
SBAC;2015;15;1;confiabilidade;MET
SBAC;2015;22;1;confiabilidade;MET
SBAC;2015;9;6;benchmark;EXT
SBAC;2015;13;4;mflops;MET
WSCAD;2015;14;2;distribuição normal;EST
SBAC;2015;26;1;desvio padrão;EST
SBAC;2015;7;1;benchmark;EXT
SBAC;2015;14;1;speedup;MET
SBAC;2015;19;13;média;EST
SBAC;2015;25;4;eficiência ou acurácia;MET
SBAC;2015;21;1;confiabilidade;MET
SBAC;2015;15;1;distribuição normal;EST
SBAC;2015;18;1;teste t;TST
SBAC;2015;13;2;speedup;MET
SBAC;2015;10;1;workload;EXT
SBAC;2015;25;1;downtime or uptime;MET
SBAC;2015;20;1;downtime or uptime;MET
SBAC;2015;4;7;bandwidth;MET
SBAC;2015;7;3;bandwidth;MET
SBAC;2015;21;1;speedup;MET
SBAC;2015;18;25;speedup;MET
SBAC;2015;5;1;cost or performance ratio;MET
WSCAD;2015;21;1;desvio padrão;EST
SBAC;2015;16;4;bandwidth;MET
SBAC;2015;17;9;média;EST
SBAC;2015;13;22;bandwidth;MET
SBAC;2015;20;1;confiabilidade;MET
WSCAD;2015;21;1;intervalo de confiança;EST
SBAC;2015;13;4;workload;EXT
WSCAD;2015;14;1;número de iterações;EST
SBAC;2015;15;2;speedup;MET
SBAC;2015;9;20;bandwidth;MET
SBAC;2015;11;12;média;EST
SBAC;2015;14;21;média;EST
SBAC;2015;17;1;bandwidth;MET
SBAC;2015;15;8;média;EST
SBAC;2015;15;1;confiabilidade;MET
SBAC;2015;8;12;bandwidth;MET
SBAC;2015;9;1;idle;MET
WSCAD;2015;11;2;speedup;MET
SBAC;2015;22;1;confiabilidade;MET
SBAC;2015;1;5;idle;MET
SBAC;2015;10;11;idle;MET
SBAC;2015;14;10;idle;MET
SBAC;2015;19;3;idle;MET
SBAC;2015;22;3;idle;MET
SBAC;2015;23;1;idle;MET
SBAC;2015;25;21;idle;MET
SBAC;2015;20;1;confiabilidade;MET
SBAC;2015;5;1;idle;MET
WSCAD;2015;21;1;availability or disponibilidade;MET
SBAC;2015;18;5;teste ou experimento;EST
SBAC;2015;17;92;teste ou experimento;EST
SBAC;2015;15;3;teste ou experimento;EST
SBAC;2015;14;13;teste ou experimento;EST
SBAC;2015;22;6;distribuição normal;EST
SBAC;2015;13;5;teste ou experimento;EST
SBAC;2015;12;6;teste ou experimento;EST
SBAC;2015;11;7;teste ou experimento;EST
SBAC;2015;10;1;teste ou experimento;EST
SBAC;2015;1;4;teste ou experimento;EST
SBAC;2015;26;1;idle;MET
SBAC;2015;21;4;teste ou experimento;EST
SBAC;2015;11;1;speedup;MET
SBAC;2015;9;4;teste ou experimento;EST
SBAC;2015;8;9;teste ou experimento;EST
SBAC;2015;7;4;teste ou experimento;EST
SBAC;2015;6;2;teste ou experimento;EST
SBAC;2015;5;3;teste ou experimento;EST
SBAC;2015;26;8;teste ou experimento;EST
SBAC;2015;25;4;teste ou experimento;EST
SBAC;2015;24;10;teste ou experimento;EST
SBAC;2015;21;1;confiabilidade;MET
SBAC;2015;22;2;teste ou experimento;EST
SBAC;2015;12;2;speedup;MET
SBAC;2015;20;2;teste ou experimento;EST
WSCAD;2015;16;5;speedup;MET
SBAC;2015;20;2;eficiência ou acurácia;MET
WSCAD;2015;17;5;speedup;MET
WSCAD;2015;18;4;speedup;MET
WSCAD;2015;19;4;speedup;MET
WSCAD;2015;20;6;speedup;MET
WSCAD;2015;22;1;speedup;MET
WSCAD;2015;8;1;speedup;MET
SBAC;2015;1;19;speedup;MET
SBAC;2015;23;7;teste ou experimento;EST
SBAC;2015;23;4;speedup;MET
SBAC;2015;9;14;média;EST
WSCAD;2015;8;1;mips;MET
WSCAD;2015;21;1;pps;MET
SBAC;2015;1;2;bandwidth;MET
SBAC;2015;9;2;speedup;MET
SBAC;2015;8;1;speedup;MET
SBAC;2015;24;1;número de iterações;EST
SBAC;2015;24;2;eficiência ou acurácia;MET
SBAC;2015;6;3;speedup;MET
SBAC;2015;15;1;availability or disponibilidade;MET
SBAC;2015;4;8;speedup;MET
SBAC;2015;16;2;availability or disponibilidade;MET
SBAC;2015;22;4;speedup;MET
SBAC;2015;11;27;bandwidth;MET
SBAC;2015;11;1;benchmark;EXT
SBAC;2015;12;9;benchmark;EXT
SBAC;2015;14;8;benchmark;EXT
SBAC;2015;15;17;benchmark;EXT
SBAC;2015;17;1;benchmark;EXT
SBAC;2015;18;27;benchmark;EXT
WSCAD;2015;20;1;teste t;TST
SBAC;2015;21;2;eficiência ou acurácia;MET
WSCAD;2015;21;4;teste ou experimento;EST
WSCAD;2015;10;3;eficiência ou acurácia;MET
WSCAD;2015;21;11;eficiência ou acurácia;MET
WSCAD;2015;22;4;eficiência ou acurácia;MET
WSCAD;2015;20;1;idle;MET
WSCAD;2015;21;1;mflops;MET
WSCAD;2015;21;2;média;EST
WSCAD;2015;9;6;teste ou experimento;EST
WSCAD;2015;7;8;teste ou experimento;EST
WSCAD;2015;6;1;teste ou experimento;EST
WSCAD;2015;6;5;mips;MET
WSCAD;2015;22;3;teste ou experimento;EST
SBAC;2015;5;6;speedup;MET
WSCAD;2015;20;2;teste ou experimento;EST
WSCAD;2015;18;2;teste ou experimento;EST
WSCAD;2015;17;2;teste ou experimento;EST
WSCAD;2015;11;1;teste ou experimento;EST
WSCAD;2015;10;1;teste ou experimento;EST
SBAC;2015;7;1;availability or disponibilidade;MET
SBAC;2015;21;1;availability or disponibilidade;MET
SBAC;2015;20;29;availability or disponibilidade;MET
SBAC;2015;19;1;availability or disponibilidade;MET
WSCAD;2015;4;15;teste ou experimento;EST
SBAC;2015;25;14;workload;EXT
SBAC;2015;4;3;benchmark;EXT
SBAC;2015;6;10;benchmark;EXT
SBAC;2015;14;17;workload;EXT
SBAC;2015;17;31;workload;EXT
SBAC;2015;18;2;workload;EXT
SBAC;2015;19;17;workload;EXT
SBAC;2015;20;5;workload;EXT
SBAC;2015;25;1;benchmark;EXT
SBAC;2015;24;2;workload;EXT
SBAC;2015;5;6;benchmark;EXT
SBAC;2015;26;1;workload;EXT
SBAC;2015;5;5;workload;EXT
SBAC;2015;6;1;workload;EXT
SBAC;2015;7;3;média;EST
SBAC;2015;7;2;speedup;MET
SBAC;2015;9;1;workload;EXT
SBAC;2015;7;1;workload;EXT
SBAC;2015;8;1;workload;EXT
SBAC;2015;23;8;workload;EXT
SBAC;2015;15;1;eficiência ou acurácia;MET
SBAC;2015;6;8;média;EST
SBAC;2015;26;5;média;EST
SBAC;2015;21;8;média;EST
SBAC;2015;20;8;média;EST
SBAC;2015;18;1;eficiência ou acurácia;MET
SBAC;2015;15;19;workload;EXT
SBAC;2015;19;6;benchmark;EXT
SBAC;2015;24;6;benchmark;EXT
SBAC;2015;10;1;eficiência ou acurácia;MET
SBAC;2015;14;7;eficiência ou acurácia;MET
SBAC;2015;12;1;eficiência ou acurácia;MET
SBAC;2015;11;1;eficiência ou acurácia;MET
SBAC;2015;20;1;benchmark;EXT
SBAC;2015;21;1;benchmark;EXT
WSCAD;2016;11;3;média;EST
SBAC;2016;6;7;speedup;MET
SBAC;2016;9;2;speedup;MET
SBAC;2016;26;1;número de iterações;EST
SBAC;2016;24;1;número de iterações;EST
SBAC;2016;8;1;confiabilidade;MET
SBAC;2016;11;1;mips;MET
SBAC;2016;18;1;número de iterações;EST
SBAC;2016;17;2;número de iterações;EST
SBAC;2016;5;5;speedup;MET
SBAC;2016;19;6;mips;MET
SBAC;2016;22;3;mips;MET
SBAC;2016;9;7;mips;MET
WSCAD;2016;10;2;média;EST
SBAC;2016;10;1;mflops;MET
SBAC;2016;25;6;speedup;MET
SBAC;2016;11;7;speedup;MET
SBAC;2016;10;22;speedup;MET
SBAC;2016;15;3;número de iterações;EST
SBAC;2016;8;1;confiabilidade;MET
SBAC;2016;6;1;mflops;MET
SBAC;2016;13;1;speedup;MET
SBAC;2016;11;6;mflops;MET
SBAC;2016;14;11;speedup;MET
WSCAD;2016;17;1;intervalo de confiança;EST
SBAC;2016;13;2;bandwidth;MET
WSCAD;2016;5;24;distribuição normal;EST
SBAC;2016;17;1;amostra;EST
SBAC;2016;17;4;teste u;TST
WSCAD;2016;7;1;teste t;TST
SBAC;2016;3;1;mflops;MET
SBAC;2016;22;1;speedup;MET
WSCAD;2016;11;1;número de iterações;EST
SBAC;2016;27;3;speedup;MET
SBAC;2016;26;1;speedup;MET
WSCAD;2016;10;1;amostra;EST
SBAC;2016;11;5;p-valor;TST
SBAC;2016;17;2;p-valor;TST
SBAC;2016;12;39;speedup;MET
SBAC;2016;23;12;speedup;MET
SBAC;2016;3;7;speedup;MET
SBAC;2016;21;4;speedup;MET
SBAC;2016;20;19;speedup;MET
SBAC;2016;18;12;speedup;MET
SBAC;2016;17;3;speedup;MET
SBAC;2016;16;3;speedup;MET
SBAC;2016;15;5;speedup;MET
SBAC;2016;24;1;speedup;MET
SBAC;2016;6;1;bandwidth;MET
WSCAD;2016;18;1;idle;MET
WSCAD;2016;22;2;bandwidth;MET
WSCAD;2016;23;1;bandwidth;MET
WSCAD;2016;6;1;bandwidth;MET
SBAC;2016;13;17;teste ou experimento;EST
SBAC;2016;12;8;teste ou experimento;EST
WSCAD;2016;19;1;cost or performance ratio;MET
SBAC;2016;11;4;teste ou experimento;EST
SBAC;2016;10;1;teste ou experimento;EST
SBAC;2016;9;7;bandwidth;MET
